Author,Fields
C. T. Russell,math;astro-ph;astro-ph;physics;physics;physics;astro-ph;astro-ph;cond-mat;cs
Franco Nori,cond-mat;cond-mat;quant-ph;cond-mat;quant-ph;cond-mat;cond-mat;cond-mat;quant-ph;cond-mat
Rina Tannenbaum,nlin;cs;cs;cs;math;math;math;cs;cs;cs
James K. Huggins,cs;cs;cs;cs;cs;cs;math;math;math;math
Dragomir Milojevic,cs;cs;math;math;math;math;math;math;math;math
Brian White,math;math;math;math;math;math;math;math;math;math
Kenichi Matsuyanagi,nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th
G. Comsa,cond-mat;physics;astro-ph;cs;physics;cond-mat;astro-ph;astro-ph;cond-mat;cond-mat
M. Sekoranja,cs;cs;physics;physics;math;math;astro-ph;astro-ph;astro-ph;cond-mat
I. Y. Lee,astro-ph;nucl-ex;astro-ph;astro-ph;cond-mat;astro-ph;cond-mat;math;cond-mat;nucl-ex
S. Wang,astro-ph;math;hep-ph;hep-ph;hep-ph;hep-ph;cond-mat;math;math;quant-ph
Giorgio Patrizio,math;math;math;math;math;math;math;math;math;math
Joachim Stolze,cond-mat;quant-ph;quant-ph;cond-mat;math;quant-ph;quant-ph;cond-mat;cond-mat;quant-ph
P. Zeppenfeld,hep-ph;quant-ph;hep-ph;quant-ph;hep-ph;physics;hep-ph;physics;physics;hep-ph
Enrique ter Horst,cs;q-fin;cs;cs;stat;q-fin;math;math;math;math
Mikhail S. Burtsev,cs;math;cond-mat;math;math;math;math;math;math;math
Horacio G. Rotstein,nlin;nlin;nlin;nlin;nlin;math;nlin;nlin;astro-ph;math
Ben Kristoffen,physics;astro-ph;astro-ph;astro-ph;cs;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph
C. R. Stephens,hep-th;nlin;nlin;nlin;math;nlin;hep-th;hep-lat;math;math
K. Babu Joseph,math;cs;cs;math;astro-ph;cs;gr-qc;cs;astro-ph;gr-qc
A. Mosk,cond-mat;physics;hep-th;astro-ph;physics;physics;gr-qc;gr-qc;physics;cond-mat
Y. Choi,physics;hep-ph;hep-ph;math;cs;math;hep-ph;hep-ph;hep-ph;cond-mat
Oscar F. Hernandez,hep-ph;hep-ph;physics;astro-ph;astro-ph;hep-ph;math;physics;math;hep-lat
G. Roche,math;math;math;cs;math;cond-mat;astro-ph;astro-ph;astro-ph;astro-ph
Steve Lai,cs;astro-ph;astro-ph;astro-ph;gr-qc;hep-ex;hep-ex;hep-ex;hep-ph;hep-ph
Marco Frailis,cs;cs;astro-ph;astro-ph;astro-ph;math;astro-ph;astro-ph;astro-ph;astro-ph
B. oerter,cs;cs;physics;astro-ph;cond-mat;hep-ph;hep-th;hep-th;hep-th;hep-th
Konstantin F. Tetenev,q-bio;math;math;math;math;math;math;math;math;math
Vincenzo Carbone,physics;physics;physics;nlin;astro-ph;nlin;cond-mat;astro-ph;nlin;physics
J. Carroll,hep-th;stat;math;nlin;nucl-th;hep-th;physics;math-ph;hep-ph;hep-ph
Dov Monderer,cs;cs;cs;cond-mat;quant-ph;math;cs;cond-mat;cond-mat;cond-mat
F. Bagarello,math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph
F. del Aguila,hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph
Igor Rivin,math;math;math;math;math;math;math;math;math;math
M. Buchheit,cs;quant-ph;math;math;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;cs
Raymond S. Mackintosh,nucl-th;nucl-th;physics;math;math;cond-mat;cond-mat;cond-mat;gr-qc;cond-mat
Shing-Tung Yau,math;math;math;math;math;math;math;hep-th;math;math
R. M. Santilli,physics;physics;physics;physics;physics;physics;physics;physics;physics;physics
Erick Trevino Aguilar,q-fin;q-fin;cs;gr-qc;gr-qc;hep-ph;hep-ph;hep-th;hep-th;hep-th
D. J. Blumenthal,cond-mat;math;physics;math;cond-mat;nucl-ex;nucl-ex;cond-mat;nucl-ex;nucl-ex
Wolgang Eholzer,math;q-fin;cs;astro-ph;astro-ph;hep-th;math;math;hep-th;hep-th
M. Porto,astro-ph;physics;cond-mat;math-ph;astro-ph;astro-ph;math-ph;cond-mat;cond-mat;nlin
M. P. Carpenter,astro-ph;hep-ph;cs;nucl-ex;nucl-ex;astro-ph;hep-ph;hep-ph;hep-th;hep-ph
Ivan Gotz,q-bio;nlin;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cs;gr-qc
R P Kirshner,astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
B. M. Gammel,physics;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cs;astro-ph;cond-mat;cond-mat
Edward R. Abraham,q-bio;q-bio;math;hep-th;hep-th;math;cond-mat;cond-mat;gr-qc;nlin
Daisuke Takahashi,cond-mat;hep-th;hep-ph;cond-mat;cond-mat;cond-mat;cond-mat;math-ph;cond-mat;nlin
Michael Schmutz,q-fin;math;q-fin;q-fin;q-fin;q-fin;q-fin;physics;math;physics
W. Stechele,cs;cs;cs;cs;cs;cs;cs;cond-mat;cs;hep-ph
Andrew E. Chubykalo,physics;gr-qc;physics;physics;physics;hep-th;physics;physics;physics;physics
E. Hagberg,nlin;nlin;nlin;nlin;nucl-th;nucl-ex;nucl-ex;nucl-ex;nucl-th;nucl-ex
Ji-Hee Choi,math;math;math;math;math;hep-ph;physics;math;hep-ph;math
Pascal Naidon,cond-mat;cond-mat;cond-mat;physics;cond-mat;quant-ph;physics;cond-mat;cond-mat;cond-mat
R. A. Gearhart,hep-ex;physics;physics;nucl-ex;nucl-ex;math;math;math;math;cs
A. Gersten,quant-ph;physics;physics;physics;physics;physics;quant-ph;quant-ph;cond-mat;math
C. Dose,physics;physics;physics;physics;physics;physics;math;physics;cond-mat;physics
W. Lorenzon,astro-ph;astro-ph;astro-ph;physics;physics;physics;physics;nucl-ex;physics;nucl-ex
Zhenbo Qin,math;math;math;math;math;math;math;math;math;math
M. Mella,math;math;physics;math;math;math;math;cond-mat;physics;math
David A. Stephens,math;math;math;astro-ph;math;cond-mat;math;math;physics;quant-ph
Cristina Blancafort,math;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph
Lorrie Faith Cranor,cs;cs;cs;cs;cs;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Lincoln Chayes,cond-mat;math;math;math-ph;cond-mat;math;math;cond-mat;math;cond-mat
P. E. Bosted,nucl-th
B. Zeidman,nucl-ex;nucl-ex;nucl-ex;nucl-ex;q-bio;astro-ph;cond-mat;hep-ph;hep-th;hep-th
C. Giannardi,physics;astro-ph;astro-ph;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc
Jonathan Eckstein,cs;math;math;math;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Timothy E. Holy,physics;math;math;q-bio;hep-lat;astro-ph;physics;math;math;physics
D. Ye,physics;hep-ph;cond-mat;cs;gr-qc;quant-ph;physics;math;cs;astro-ph
Jack Allen,math;math;math;cond-mat;cond-mat;cond-mat;gr-qc;hep-lat;hep-lat;hep-lat
Borge Nodland,hep-th;physics;physics;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;cs
John H. L. Hansen,cs;math;cs;cs;eess;cs;hep-th;cs;astro-ph;gr-qc
R. Nelson,hep-ph;physics;gr-qc;cond-mat;cond-mat;cond-mat;nucl-th;hep-th;hep-th;quant-ph
Egon Boerger,cs;math;math;math;math;physics;math;math;math;math
Gilles Clermont,q-bio;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Y. Shao,nucl-th;math-ph;math-ph;math-ph;math;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat
Dennis Sullivan,math;math;math;math;math;math;math;math;math;math
Bernard Parisse,cs;cs;cs;cs;cs;cond-mat;cond-mat;cond-mat;gr-qc;gr-qc
Lee Mosher,math;math;math;math;math;math;math;math;math;math
Michael Unser,math;astro-ph;math;cs;math;eess;cs;math;cs;physics
M. Quiros,hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph
Paul Fisher,cs;math-ph;stat;quant-ph;quant-ph;quant-ph;math;quant-ph;quant-ph;stat
Sostenes Lins,math;math;math;math;math;math;math;math;math;math
J. A. Hauger,nucl-ex;nucl-ex;nucl-ex;cond-mat;nucl-ex;nucl-ex;nucl-ex;physics;nucl-ex;nucl-ex
Anna Ochab-Marcinek,q-bio;q-bio;q-bio;q-bio;q-bio;q-bio;q-bio;q-bio;q-bio;cond-mat
Matthew C. Wiener,math;math;math;hep-th;math;math;math;math;hep-ph;quant-ph
R. C. Gupta,physics;cond-mat;physics;cs;physics;physics;physics;physics;physics;cs
P. N. Kirk,physics;math;math;astro-ph;physics;astro-ph;quant-ph;math;physics;math
P. S. Swain,cs;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Walter Kellermann,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Andrey A. Sukhorukov,nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;physics;physics
Michael Rappolt,cond-mat;physics;physics;physics;physics;math;math;math;astro-ph;astro-ph
Martin T. Barlow,math;physics;math;math;math;math;math;math;math;math
G. Zech,physics;hep-ex;physics;hep-ex;math;hep-ex;nucl-ex;physics;physics;astro-ph
R. Bates,math;astro-ph;astro-ph;astro-ph;astro-ph;hep-ph;astro-ph;astro-ph;astro-ph;astro-ph
Arthur Jaffe,physics;math-ph;hep-th;math;math-ph;math-ph;math;math-ph;math-ph;math
S. Myers,hep-th;hep-th;hep-th;astro-ph;math;hep-th;quant-ph;cond-mat;cs;hep-th
A. D. Earl,cs;math-ph;math-ph;nlin;cs;math;cs;nucl-ex;quant-ph;math
Koichiro Matsuno,cs;cs;quant-ph;hep-th;hep-th;hep-th;hep-th;hep-th;quant-ph;cs
J. Romanski,nucl-ex;nucl-ex;nucl-ex;cs;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
M. Capogni,physics;nucl-ex;nucl-ex;hep-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;physics;math
Tingxiu Zhong,cs;cs;cs;math;quant-ph;quant-ph;math;math;math;math
Michael Larsen,math;math;math;math;math;math;math;math;math;math
V. Rubtsov,math;cond-mat;math;hep-th;math;cond-mat;math;math;astro-ph;cond-mat
Assar Westman,physics;math-ph;quant-ph;quant-ph;gr-qc;astro-ph;gr-qc;gr-qc;gr-qc;gr-qc
Rohit Goyal,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
H. Eugene Stanley,cond-mat;q-fin;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
J. Lacki,physics;cond-mat;hep-lat;cond-mat;cond-mat;cs;cs;astro-ph;astro-ph;astro-ph
J. Dudeck,cs;physics;physics;physics;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Muhammad Zeeshan Waheed,physics;gr-qc;eess;cs;cs;cond-mat;cs;cs;cs;cs
C. J. Boulter,cond-mat;hep-ph;astro-ph;math;hep-ex;hep-th;hep-th;cond-mat;hep-th;hep-th
Frank Schorfheide,econ;econ;nlin;math;math;math;math;math;astro-ph;astro-ph
M. W. Drigert,nucl-ex;physics;nucl-ex;nucl-ex;math;hep-ex;math;math;math;cs
Christopher Zeeman,cond-mat;physics;hep-th;astro-ph;astro-ph;physics;astro-ph;cond-mat;astro-ph;cond-mat
S. G. Arutunian,physics;physics;physics;physics;physics;physics;math;math;math;math
Miguel R. D. Rodrigues,math;cs;cs;cs;cs;cs;cs;cs;cs;cs
P. Libros,q-bio;cs;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;gr-qc;gr-qc
Marko Tadic,math;math;math;math;math;math;math;math;math;math
Shlomo Havlin,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;physics;physics;cond-mat;cond-mat
Marshall Bern,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Udo Seifert,cond-mat;cond-mat;cond-mat;cond-mat;physics;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Asher Peres,gr-qc;hep-th;quant-ph;quant-ph;nlin;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph
Nematollah Zarmehi,math;eess;cs;cs;eess;cs;cs;hep-th;gr-qc;gr-qc
Saulius Maskeliunas,cs;hep-th;hep-th;hep-th;physics;hep-th;hep-th;physics;physics;hep-th
E. A. Henry,math;cond-mat;astro-ph;astro-ph;astro-ph;math;cond-mat;gr-qc;math;cs
H. -W. Uh,hep-ph;astro-ph;astro-ph;hep-th;cond-mat;astro-ph;hep-th;cond-mat;hep-ex;astro-ph
A. L. Goodman,nucl-th;stat;hep-ex;math;astro-ph;astro-ph;hep-ex;astro-ph;astro-ph;nucl-ex
J. R. Lockwood,stat;stat;stat;astro-ph;cond-mat;cond-mat;astro-ph;cond-mat;cond-mat;astro-ph
Yunbo Zeng,nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin
Elizabeth Anderson,q-bio;math;physics;cs;math;math;math;math;cs;gr-qc
A. K. Mittal,astro-ph;math;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
D. A. Linde,hep-ph;math-ph;hep-ph;hep-ph;math-ph;astro-ph;physics;physics;astro-ph;astro-ph
C. Raine,astro-ph;cond-mat;astro-ph;physics;physics;cs;stat;astro-ph;math;astro-ph
Zbigniew Kotulski,cs;cs;cs;cs;math;math;cs;cs;cs;cs
Robert Seiringer,math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph
Herve Daude,cs;cond-mat;cs;astro-ph;cond-mat;cond-mat;math;math;math;nlin
Takehiko Morita,math;math;math;math;math;math;math;math;math;math
Alejandro Adem,math;math;math;math;math;math;math;math;math;math
Lev Kapitanski,math-ph;math;math;quant-ph;math-ph;math;math;math-ph;math;math
Dominic Mayers,cs;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph
G. Igo,nucl-ex;nucl-ex;nucl-ex;astro-ph;nucl-ex;cs;astro-ph;cs;nucl-ex;math
Thibaut Devolder,cond-mat;cond-mat;cond-mat;physics;cond-mat;cond-mat;astro-ph;cond-mat;physics;cs
Jim Gray,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Ebrahim Karami,eess;cs;cs;eess;hep-th;math;math;math;math;math
H. E. Roman,cond-mat;nucl-th;nucl-th;nucl-th;nucl-th;cond-mat;cond-mat;nucl-th;nucl-th;cond-mat
Bernard Hanzon,math;math;q-fin;math;math;cond-mat;cond-mat;cs;gr-qc;gr-qc
W. Chen,math;math;math-ph;cs;cs;cs;math;cond-mat;cs;cs
Philippe Chanfreau,nlin;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;cs;cond-mat
Vincente Cervera,math;cs;cond-mat;hep-ex;cond-mat;cond-mat;cond-mat;cond-mat;hep-ph;cond-mat
Sudipta N. Sinha,math;nlin;cs;cs;cs;nlin;nlin;hep-th;nlin;hep-th
Gordan Savin,math;math;math;math;math;math;math;math;math;math
Barry J. Richmond,math;math;math;math;q-bio;hep-ph;astro-ph;gr-qc;hep-ph;hep-ph
Thomas Schwentick,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
A. Westman,quant-ph;physics;physics;astro-ph;quant-ph;gr-qc;astro-ph;gr-qc;gr-qc;gr-qc
Hal Tasaki,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
A. Zaccaria,hep-th;hep-th;quant-ph;q-fin;q-fin;q-fin;q-fin;quant-ph;q-fin;q-fin
Narcisse Randrianantoanina,math;math;math;math;math;math;math;math;math;math
Riccardo Giannitrapani,quant-ph;quant-ph;cs;astro-ph;astro-ph;astro-ph;cs;cs;cs;cs
A. Letessier-Selvon L. Madansky,astro-ph;nucl-ex;nucl-ex;nucl-ex;astro-ph;astro-ph;astro-ph;hep-th;hep-th;hep-th
P. Mitkas,cs;cs;cs;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;gr-qc;gr-qc
N. Safar,cond-mat;eess;astro-ph;cs;cond-mat;astro-ph;astro-ph;hep-ph;hep-ph;hep-ph
G. M. Callico,cs;math;physics;cond-mat;hep-th;hep-ph;math;physics;astro-ph;math
Jair Botina,physics;math;math;math;physics;math;cond-mat;math;math-ph;gr-qc
Nicolas Bray,q-bio;q-bio;q-bio;q-bio;astro-ph;astro-ph;nlin;nlin;cond-mat;cond-mat
Michael Monoyios,q-fin;q-fin;q-fin;math;math;math;astro-ph;astro-ph;astro-ph;astro-ph
Mihir Bellare,cs;cs;cs;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;quant-ph
Francis X. Connolly,math;math;math;gr-qc;physics;math;math;math;cs;cs
John Meier,math;math;math;math;math;math;math;math;physics;physics
Akihiko Yukie,math;math;math;math;math;math;math;math;math;math
Hadis Moradi,physics;physics;eess;math;math;math;quant-ph;quant-ph;astro-ph;quant-ph
R. Milson,cs;math;gr-qc;nlin;gr-qc;math;nlin;gr-qc;nlin;nlin
D. Han,astro-ph;eess;math-ph;hep-ph;cs;cond-mat;cond-mat;cs;cs;astro-ph
Sergiu Sanielevici,hep-lat;gr-qc;hep-th;math;math;math;math;math;math-ph;math
David R. Nelson,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;physics;cond-mat
Shi Xiao,cs;math;cs;cond-mat;math;math;math;cond-mat;math;cond-mat
Herwig Stecher,physics;astro-ph;math;astro-ph;math;physics;quant-ph;astro-ph;astro-ph;astro-ph
R. Magro,cond-mat;hep-th;hep-ph;physics;physics;physics;physics;physics;hep-ph;hep-th
Amitabha Mukerjee,cs;cs;cs;gr-qc;hep-th;hep-th;hep-th;cs;hep-ex;cs
David J. Raymond,math;cs;cond-mat;physics;math-ph;astro-ph;hep-ph;math;quant-ph;cs
Shuxia Song,math;math;q-bio;math;math;cond-mat;math;math;math;math
Oktay K. Pashaev,math-ph;hep-th;math-ph;hep-th;nlin;nlin;nlin;nlin;math;math
Ora Entin-Wohlman,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
F. Mezei,physics;cond-mat;cond-mat;physics;cond-mat;physics;astro-ph;math;math;math
D. Mirelman,q-bio;astro-ph;astro-ph;math;math;math;math;math;physics;hep-th
L. E. Flores,gr-qc;gr-qc;q-bio;math;math;math;gr-qc;cond-mat;astro-ph;nucl-ex
Yan Yuan Tseng,q-bio;cs;cs;q-bio;hep-ph;cond-mat;stat;cond-mat;cs;physics
Tapas Kumar Das,gr-qc;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Dusa McDuff,math;math;math;math;math;math;math;math;math;math
Scott Robertson,gr-qc;q-fin;gr-qc;physics;physics;gr-qc;q-fin;q-fin;gr-qc;gr-qc
Jian-Hua Zhang,physics;math;math;math;math;math;math;math;math;math
Inbal Yahav,stat;stat;cs;cs;cs;cs;quant-ph;astro-ph;cs;cs
S. Tangaro,physics;physics;physics;physics;physics;physics;physics;cs;physics;physics
Walter D. Neumann,math;math;math;math;math;math;math;math;math;math
Megumi Kanno,nlin;nlin;nlin;cs;math;math;cs;cs;math;cs
Andreas Cap,math;math;math;math;math;math;math;math;math;math
L. Poupard,physics;math;math;math;physics;cs;astro-ph;cond-mat;cond-mat;gr-qc
A. Rius,hep-ph;hep-ph;hep-ph;physics;physics;physics;hep-ph;hep-ph;astro-ph;hep-ph
Niels Gronbech-Jensen,cond-mat;physics;cond-mat;cond-mat;cond-mat;math;hep-ph;math;math;math
R. L. Cottrell,astro-ph;physics;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat
Joerg D. Becker,cs;math;math;quant-ph;math;cond-mat;cond-mat;hep-ex;cond-mat;math
Yarema A. Prykarpatsky,nlin;math-ph;math;nlin;nlin;math;math-ph;nlin;nlin;physics
S. Esposito,physics;astro-ph;hep-ph;physics;physics;physics;physics;physics;quant-ph;physics
Jean-Michel Marin,math;physics;math;math;math;cs;stat;cs;math;math
H. -Q. Jin,hep-ph;cs;astro-ph;quant-ph;hep-ex;astro-ph;astro-ph;quant-ph;physics;cond-mat
Shi-Shyr Roan,hep-th;cond-mat;math;physics;cond-mat;cond-mat;hep-th;math;math-ph;cond-mat
David Lancaster,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
F. Videbaek,nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;physics;hep-ex;nucl-ex;hep-ex
J. F. Traub,math;physics;quant-ph;astro-ph;physics;quant-ph;astro-ph;astro-ph;quant-ph;math
Haonan Wu,q-fin;math;stat;cs;cs;cs;astro-ph;cs;cs;math
Tien-Ruey Hsiang,math;math;math;math;math;math;math;math;math;math
Juncai Xu,eess;eess;cs;cs;physics;cs;eess;physics;cond-mat;math
Hirosi Ooguri,hep-lat;hep-th;math;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th
K. Wolf,math;astro-ph;quant-ph;astro-ph;hep-ph;math-ph;astro-ph;cond-mat;quant-ph;astro-ph
M. Sahani,q-bio;cs;stat;stat;math;cs;q-bio;stat;math;math
 E877 Collaboration,nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex
Mario Rabinowitz,cond-mat;physics;physics;physics;physics;astro-ph;cond-mat;cond-mat;physics;physics
S. P. Gabuda,cond-mat;cond-mat;physics;q-bio;physics;math;math;math;cond-mat;math
Sandor Mandusitz,cs;astro-ph;cs;physics;physics;physics;quant-ph;quant-ph;quant-ph;quant-ph
G. Basri,astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;physics;physics;astro-ph;astro-ph;astro-ph
I. N. Athanasiadis,cs;math;astro-ph;astro-ph;math;math;physics;astro-ph;physics;physics
Leo P. Kadanoff,physics;physics;math-ph;nlin;physics;physics;physics;cs;physics;physics
J. A. Dente,cond-mat;hep-th;hep-th;hep-th;hep-th;cond-mat;astro-ph;hep-th;astro-ph;nlin
Andre Gsponer,physics;math-ph;math-ph;physics;math-ph;gr-qc;math-ph;physics;physics;physics
Martina Goy,q-fin;hep-ph;hep-ph;hep-ph;math;physics;astro-ph;quant-ph;math;math
C. Ordenovic,physics;physics;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Oleg Kiselyov,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Robin Pemantle,math;math;math;math;math;math;math;math;math;math
Paulo R. A. Campos,q-bio;q-bio;physics;q-bio;math;math-ph;gr-qc;physics;physics;cond-mat
Doron Zeilberger,math;math;math;math;math;math;math;math;math;math
D. A. Hamburger,astro-ph;astro-ph;physics;astro-ph;hep-ph;astro-ph;astro-ph;astro-ph;astro-ph;physics
Roman R. Zapatrin,cs;cs;cs;cs;quant-ph;quant-ph;quant-ph;math;math;math
F. Manso,astro-ph;astro-ph;astro-ph;astro-ph;nucl-ex;nucl-ex;nucl-ex;hep-ex;nucl-ex;nucl-ex
Joel Smoller,gr-qc;math-ph;math-ph;gr-qc;gr-qc;math-ph;gr-qc;math;math;gr-qc
M. Weigt,cond-mat;cond-mat;cond-mat;q-bio;q-bio;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Kelvin Lim Mun Kit,cs;math;q-bio;q-bio;quant-ph;physics;quant-ph;math;econ;stat
D. Best,astro-ph;astro-ph;astro-ph;hep-ph;cond-mat;math;astro-ph;astro-ph;hep-ph;hep-lat
Joachim Hertzberg,cs;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Wannapong Triampo,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;physics;q-bio;physics;q-bio;cond-mat
Alex Hansen,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;physics;cond-mat;cond-mat;physics;cond-mat
Kai Nagel,nlin;nlin;cond-mat;cond-mat;cs;cond-mat;nlin;cond-mat;cond-mat;physics
A. Likas,cs;cs;physics;quant-ph;cs;cond-mat;cond-mat;astro-ph;hep-ph;math
Farokh Marvasti,math;eess;cs;cs;cs;cs;cs;cs;cs;cs
Mattias Kallvi,cs;astro-ph;gr-qc;hep-ph;math;math;math;math;math;hep-ph
Yoav Shoham,cs;cs;cs;cs;cs;cs;cond-mat;cond-mat;cond-mat;gr-qc
Agata Olariu,nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;physics;nucl-th;nucl-ex;nucl-ex
Paul Muter,cs;math;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Charin Modchang,physics;q-bio;q-bio
Wolfgang Wintz,cond-mat;cond-mat;math;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat
A. V. Balatsky,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Anoop Sarkar,cs;cs;cs;cs;cs;cs;cs;stat;cs;cs
C. J. Lister,nucl-ex;nucl-ex;astro-ph;astro-ph;astro-ph;nucl-ex;nucl-ex;nucl-ex;astro-ph;nucl-ex
S. Abramsky,math;math;math;math;cs;cs;quant-ph;cs;quant-ph;cs
Qian Zhang,stat;cond-mat;math-ph;cs;math;cs;math;cond-mat;cs;cond-mat
S. Lopez,math;hep-th;math;astro-ph;physics;astro-ph;cond-mat;astro-ph;hep-th;astro-ph
Clemens Lautemann,cs;gr-qc;gr-qc;gr-qc;math;math;math;math;math;math
Matthias Neugebauer,cond-mat;cond-mat;q-fin;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;math;astro-ph
Marc Daumas,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Steven J. Benson,math;math;hep-ph;math;math;astro-ph;gr-qc;gr-qc;hep-lat;hep-lat
Andrew W. Smith,quant-ph;cs;math;math;astro-ph;math;math;math;math;quant-ph
I. Lubashevsky,cond-mat;nlin;cond-mat;nlin;nlin;nlin;nlin;nlin;physics;nlin
Ileana M. Tibuleac,physics;astro-ph;math;math;q-bio;astro-ph;astro-ph;cs;physics;astro-ph
S. Hoelzer,cs;physics;physics;physics;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Geert Jan van Oldenborgh,hep-ph;physics;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph
Pavol Severa,gr-qc;math;math;math;hep-th;math;math;math;math;math
Nadir Kiyanclar,cs;cs;math;math;math;math;math;math;math;math
M. Imada,cond-mat;cond-mat;cond-mat;astro-ph;cond-mat;cond-mat;cond-mat;cs;cond-mat;cond-mat
Janne V. Kujala,math;math;math;nlin;cs;physics;cs;quant-ph;quant-ph;math
W. A. Rodrigues Jr,hep-th;math-ph;math-ph;math-ph;hep-th;math-ph;physics;physics;math;math
Yaogang Shi,cs;hep-lat;math;cond-mat;math;math;math;math;math;math
G. David Forney Jr,cs;cs;cs;quant-ph;cs;cs;cs;math;cs;cs
M. San Miguel,physics;physics;cond-mat;nlin;nlin;cond-mat;quant-ph;quant-ph;physics;nlin
